tradeDate,ticker,scenario,pandar_approval_scope,pandar_direct_portion,project_derived_portion,first_action,source_dataset,ranking_score,stockPrice,return_5d_pct,drawdown_20d_pct,ivRank1y,rr25_pct252,callskew_pct252,putskew_pct252,call_wing_10_pct252,call_kink_pct252,avgOptVolu20d,oi,dollar_stock_volume,chain_confirmed,failure_reason,option_side,expiry,dte,leg1_action,leg1_strike,leg1_delta,leg1_bid,leg1_ask,leg1_oi,leg1_volume,leg2_action,leg2_strike,leg2_bid,leg2_ask,leg2_oi,leg2_volume,spread_width,entry_cash,target_leg2_price,long_otm_pct,lower_otm_pct,hiro_followup_available_sessions,hiro_followup_first_session,hiro_followup_last_session
2026-08-19,MSTR,sell-first call grab,Pandar-direct call-tail sale/crush core only; conversion is derived,sell unusually overpriced far-OTM front-weekly call tails; expect local wing crush; size for strike touch,RR/wing/kink gates; 2-6 delta and 5-19 DTE selection; nearer-call conversion; order and stop rules,sell far-OTM call,2026-08-11_to_2026-08-27_call_scan,53.45238095238095,103.87,9.405940594059414,0.0,47.73,0.3968253968253968,96.82539682539682,,92.06349206349206,84.92063492063492,380247.45,2868838,1481139079.56,True,,,2026-08-28,10.0,STO,140.0,0.0335747081352059,0.24,0.29,762.0,2338.0,BTO,135.0,0.3,0.39,565.0,935.0,5.0,0.24,0.1399999999999999,,,9,2026-08-21,2026-09-04
2026-08-28,CRWV,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,60.35444444444444,84.09,-4.789402173913038,-22.160510969175228,4.09,0.7936507936507936,96.42857142857144,1.984126984126984,62.698412698412696,10.317460317460318,240980.9,2206768,2643995877.6,True,,put,2026-09-18,22.0,BTO,50.0,0.998158374528584,0.02,0.06,6754.0,177.0,STO,45.0,0.01,0.05,3498.0,1.0,5.0,0.0499999999999999,,40.5398977286241,,3,2026-08-31,2026-09-04
2026-08-28,CVNA,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,40.12460317460318,73.97,6.095811818703378,-2.401372212692976,23.05,4.365079365079365,93.25396825396824,4.761904761904762,90.07936507936508,25.0,55882.4,1066296,759502739.47,True,,put,2026-09-18,22.0,BTO,45.0,0.998926388074103,0.02,0.06,1852.0,0.0,STO,40.0,0.01,0.06,8945.0,1480.0,5.0,0.0499999999999999,,39.164526159253754,,3,2026-08-31,2026-09-04
2026-08-28,GOOGL,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,48.49793650793651,347.63,0.5088617110474924,-8.516013579304726,13.01,11.507936507936508,72.61904761904762,5.9523809523809526,62.301587301587304,25.79365079365079,438140.85,3364151,8718245230.5,True,,put,2026-10-16,50.0,BTO,235.0,0.998037363688032,0.12,0.16,494.0,16.0,STO,230.0,0.1,0.15,478.0,75.0,5.0,0.06,,32.39939015620056,,3,2026-08-31,2026-09-04
2026-08-28,HOOD,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,31.94555555555556,104.31,-2.431952109250768,-6.599212034383961,28.61,12.698412698412698,75.39682539682539,9.523809523809524,56.34920634920635,19.444444444444443,212786.75,1704223,2111728398.08,True,,put,2026-09-18,22.0,BTO,70.0,0.9928986512609996,0.07,0.1,11447.0,2445.0,STO,65.0,0.03,0.1,8169.0,6.0,5.0,0.07,,32.8923401399674,,3,2026-08-31,2026-09-02
2026-08-28,MRVL,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,36.5884126984127,218.23,-8.167816865847499,-12.578616352201257,26.11,5.555555555555555,93.25396825396824,5.9523809523809526,84.52380952380952,33.333333333333336,192808.55,1749410,5690679033.599999,True,,put,2026-09-18,22.0,BTO,140.0,0.9979361236515972,0.04,0.07,4082.0,41.0,STO,135.0,0.04,0.06,2430.0,19.0,5.0,0.03,,35.8475003436741,,3,2026-08-31,2026-09-04
2026-08-28,NVDA,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,53.07873015873016,216.99,0.7662301476734523,-4.974819356251359,7.08,12.698412698412698,86.5079365079365,11.507936507936508,90.07936507936508,80.55555555555556,3349496.95,16147517,28281156099.199997,True,,put,2026-09-18,22.0,BTO,135.0,0.9988619712951298,0.05,0.06,17971.0,894.0,STO,130.0,0.05,0.06,31916.0,5187.0,5.0,0.0099999999999999,,37.78515138946496,,3,2026-08-31,2026-09-04
2026-08-31,MSTR,sell-first call grab,Pandar-direct call-tail sale/crush core only; conversion is derived,sell unusually overpriced far-OTM front-weekly call tails; expect local wing crush; size for strike touch,RR/wing/kink gates; 2-6 delta and 5-19 DTE selection; nearer-call conversion; order and stop rules,sell far-OTM call,2026-08-24_to_2026-09-02_four_method_scan,52.301587301587304,132.56,8.406934903500174,-3.2902896330342046,40.34,3.5714285714285716,93.25396825396824,2.7777777777777777,86.11111111111111,73.80952380952381,490066.65,2637214,3152955386.08,True,,call,2026-09-04,5.0,STO,160.0,0.0425624229165183,0.23,0.25,1895.0,1345.0,BTO,157.5,0.29,0.33,349.0,258.0,2.5,0.23,0.13,,,3,2026-09-01,2026-09-04
2026-08-31,AMZN,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,25.205873015873017,259.31,-1.1361470128483764,-6.8704209165349805,32.81,18.253968253968253,78.96825396825396,16.666666666666668,38.492063492063494,25.79365079365079,774605.4,4462977,11282597266.89,True,,put,2026-10-16,47.0,BTO,165.0,0.9993420599750712,0.06,0.09,740.0,6.0,STO,160.0,0.04,0.1,677.0,1.0,5.0,0.0499999999999999,,36.369596236165215,,3,2026-09-01,2026-09-04
2026-08-31,BE,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,60.476190476190474,204.98,0.6827447320595148,-14.022062832934868,0.0,11.11111111111111,89.28571428571429,11.507936507936508,84.52380952380952,77.77777777777777,105865.5,887351,2764665453.06,True,,put,2026-09-18,19.0,BTO,120.0,0.996701872043792,0.1,0.13,3762.0,648.0,STO,115.0,0.05,0.1,338.0,36.0,5.0,0.08,,41.45770319055517,,2,2026-09-01,2026-09-04
2026-08-31,BMNR,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,44.92428571428571,25.13,4.403822185292894,-3.159922928709058,10.79,24.20634920634921,65.47619047619048,22.22222222222222,28.96825396825397,40.07936507936508,152182.55,1494538,914811595.6,True,,put,2026-09-18,19.0,BTO,17.0,0.9764029875934096,0.03,0.05,1935.0,4.0,STO,14.0,0.01,0.03,7126.0,71.0,3.0,0.04,,32.3517707918822,,2,2026-09-01,2026-09-04
2026-08-31,CRWV,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,63.14761904761905,84.69,-1.9110493398193265,-21.60510969175229,0.9,1.5873015873015872,95.63492063492065,3.1746031746031744,84.12698412698413,34.92063492063492,226743.1,2119289,2458744874.35,True,,put,2026-09-18,19.0,BTO,62.5,0.9664856581030684,0.16,0.19,10442.0,16.0,STO,60.0,0.12,0.13,7462.0,28.0,2.5,0.07,,26.201440547880505,,2,2026-09-01,2026-09-04
2026-08-31,GOOG,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,42.78809523809524,335.49,-2.916919871516621,-11.1002172876146,17.45,13.88888888888889,75.0,9.92063492063492,63.492063492063494,29.365079365079364,155288.15,1689645,5900388761.6,True,,put,2026-09-18,19.0,BTO,195.0,0.9993491030532756,0.01,0.04,378.0,2.0,STO,190.0,0.01,0.04,1287.0,4.0,5.0,0.03,,41.87606187963874,,2,2026-09-01,2026-09-04
2026-08-31,GOOGL,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,45.29412698412698,339.09,-2.892408144563141,-10.76344114318799,16.69,8.333333333333334,84.52380952380952,6.746031746031746,80.55555555555556,24.603174603174605,421043.5,3211722,8791981109.46,True,,put,2026-10-16,47.0,BTO,240.0,0.9955326627132866,0.14,0.18,1809.0,8.0,STO,235.0,0.12,0.16,494.0,4.0,5.0,0.06,,29.222330354773064,,2,2026-09-01,2026-09-04
2026-08-31,HOOD,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,31.014603174603177,104.91,1.4309194624383623,-6.061962750716344,32.16,3.5714285714285716,94.04761904761904,5.555555555555555,69.84126984126983,41.26984126984127,211460.0,1576018,1939734050.02,True,,put,2026-09-18,19.0,BTO,65.0,0.9995734466703684,0.03,0.05,8165.0,83.0,STO,60.0,0.02,0.05,5484.0,10.0,5.0,0.03,,38.04213135068153,,2,2026-09-01,2026-09-02
2026-08-31,MRVL,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,34.22190476190476,211.92,-7.736514432495978,-15.106357408965277,25.54,15.476190476190476,72.61904761904762,10.714285714285714,66.66666666666667,56.34920634920635,196925.45,1653562,5304816711.28,True,,put,2026-09-18,19.0,BTO,135.0,0.9993693939283468,0.03,0.05,2423.0,23.0,STO,130.0,0.02,0.05,2551.0,7.0,5.0,0.03,,36.29671574178936,,2,2026-09-01,2026-09-04
2026-08-31,NVDA,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,57.39523809523809,219.94,5.512113216598702,-3.6829428508867945,0.7,18.253968253968253,78.96825396825396,16.26984126984127,47.22222222222222,36.904761904761905,3291880.15,15235599,27671919026.15,True,,put,2026-09-18,19.0,BTO,130.0,0.9989032801739264,0.04,0.05,32501.0,83.0,STO,125.0,0.04,0.05,49486.0,705.0,5.0,0.01,,40.892970810220966,,2,2026-09-01,2026-09-04
2026-08-31,OKLO,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,54.285714285714285,40.53,1.783023606228018,-15.895413986304208,0.0,28.571428571428573,65.47619047619048,25.0,52.38095238095238,30.15873015873016,59808.7,660526,400111506.0,True,,put,2026-09-18,19.0,BTO,30.0,0.9721704934591912,0.06,0.11,2608.0,106.0,STO,25.0,0.01,0.05,11637.0,3.0,5.0,0.1,,25.980754996299037,,2,2026-09-01,2026-09-04
2026-08-31,PLTR,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,41.82619047619048,187.12,5.8850158442734335,0.0,13.65,25.396825396825395,64.68253968253968,22.22222222222222,46.03174603174603,58.73015873015873,622491.95,3447277,8539180021.58,True,,put,2026-09-18,19.0,BTO,105.0,0.9995941227672548,0.03,0.06,8565.0,59.0,STO,100.0,0.03,0.05,14650.0,19.0,5.0,0.03,,43.88627618640445,,1,2026-09-01,2026-09-01
2026-08-31,SHOP,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,44.31587301587302,147.26,-1.7152773142895428,-7.032828282828296,13.7,17.063492063492063,82.14285714285714,17.857142857142858,77.77777777777777,41.666666666666664,43510.95,766733,1563481396.4,True,,put,2026-09-18,19.0,BTO,95.0,0.9993982940850064,0.01,0.04,695.0,14.0,STO,90.0,0.01,0.06,9044.0,28.0,5.0,0.03,,35.488252071166634,,2,2026-09-01,2026-09-04
2026-09-01,AMZN,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,26.17301587301587,254.25,-2.5227159452516856,-8.35856401384083,29.7,26.19047619047619,61.904761904761905,19.444444444444443,63.888888888888886,31.349206349206348,759266.45,4499820,9975979261.71,True,,put,2026-10-16,46.0,BTO,165.0,0.9990889591050642,0.07,0.11,741.0,10.0,STO,160.0,0.06,0.1,678.0,11.0,5.0,0.05,,35.103244837758105,,2,2026-09-02,2026-09-04
2026-09-01,BMNR,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,46.34746031746032,23.46,-4.750304506699143,-9.59537572254334,8.97,23.80952380952381,71.03174603174604,24.603174603174605,57.142857142857146,74.2063492063492,153349.75,1534434,980067316.8,True,,put,2026-09-18,18.0,BTO,17.5,0.9526068364830874,0.07,0.1,25.0,11.0,STO,13.0,0.01,0.02,2549.0,0.0,4.5,0.09,,25.404944586530263,,1,2026-09-04,2026-09-04
2026-09-01,CVNA,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,39.00857142857143,71.88,-4.870301746956073,-5.158991951444792,22.42,7.5396825396825395,92.85714285714286,10.317460317460318,72.61904761904762,30.555555555555557,53579.35,1032252,631861415.0999999,True,,put,2026-09-18,18.0,BTO,45.0,0.9984808755404294,0.02,0.06,1853.0,0.0,STO,40.0,0.01,0.06,11299.0,0.0,5.0,0.0499999999999999,,37.395659432387305,,1,2026-09-04,2026-09-04
2026-09-01,GOOGL,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,42.505873015873014,334.27,-3.674139819030609,-7.634705719812107,15.51,18.253968253968253,76.98412698412699,16.666666666666668,74.60317460317461,26.19047619047619,410114.1,3263168,8398619301.6,True,,put,2026-10-16,46.0,BTO,250.0,0.989176955055464,0.22,0.25,3475.0,46.0,STO,245.0,0.2,0.23,958.0,28.0,5.0,0.0499999999999999,,25.21015945194004,,1,2026-09-04,2026-09-04
2026-09-01,HOOD,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,27.881587301587302,103.7,-7.145415472779371,-7.145415472779371,34.42,7.5396825396825395,88.4920634920635,5.9523809523809526,67.46031746031746,31.746031746031747,210845.6,1621738,1917061787.49,True,,put,2026-09-18,18.0,BTO,65.0,0.9989311005291988,0.03,0.06,8121.0,5.0,STO,60.0,0.03,0.05,5474.0,9.0,5.0,0.03,,37.3191899710704,,1,2026-09-02,2026-09-02
2026-09-01,MRVL,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,33.439523809523806,209.72,-12.221664155365808,-15.987661739374271,25.37,15.873015873015872,80.15873015873017,15.07936507936508,33.73015873015873,36.111111111111114,194128.65,1723614,5151336208.08,True,,put,2026-09-18,18.0,BTO,135.0,0.998621397894728,0.03,0.06,2412.0,4.0,STO,130.0,0.03,0.05,2551.0,21.0,5.0,0.03,,35.62845699027274,,1,2026-09-04,2026-09-04
2026-09-02,AMZN,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,30.766825396825396,255.15,-1.9747205040531737,-8.03416955017301,29.63,12.698412698412698,80.95238095238095,10.317460317460318,65.07936507936508,35.317460317460316,745176.9,4583050,9078014241.76,True,,put,2026-09-18,17.0,BTO,190.0,0.9998013271557822,0.04,0.06,14795.0,253.0,STO,185.0,0.04,0.05,6248.0,28.0,5.0,0.0199999999999999,,25.53399960807369,,1,2026-09-04,2026-09-04
2026-09-02,ANET,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,33.35444444444444,186.03,-8.10156597342292,-11.139240506329106,26.09,17.857142857142858,76.58730158730158,9.92063492063492,29.365079365079364,18.253968253968253,21536.6,311463,1353958280.34,True,,put,2026-09-18,17.0,BTO,130.0,0.9995588689660184,0.01,0.06,4564.0,121.0,STO,125.0,0.02,0.07,1265.0,1.0,5.0,0.0399999999999999,,30.118798043326343,,1,2026-09-04,2026-09-04
2026-09-02,BE,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,56.04920634920635,216.34,-1.560722573599671,-9.257162031793964,5.3,11.507936507936508,82.93650793650794,6.746031746031746,75.0,76.19047619047619,104257.4,947243,2604433827.9,True,,put,2026-09-18,17.0,BTO,145.0,0.9825475342062664,0.28,0.34,5021.0,86.0,STO,140.0,0.25,0.28,2331.0,134.0,5.0,0.09,,32.975871313672926,,1,2026-09-04,2026-09-04
2026-09-02,BMNR,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,50.215555555555554,23.13,-7.811877241929055,-10.867052023121392,5.34,25.79365079365079,60.714285714285715,21.428571428571427,60.31746031746032,46.03174603174603,156056.0,1555827,924973218.81,True,,put,2026-09-18,17.0,BTO,16.0,0.9729247431526358,0.02,0.06,17543.0,0.0,STO,11.0,0.01,0.03,84.0,1.0,5.0,0.0499999999999999,,30.82576740164289,,1,2026-09-04,2026-09-04
2026-09-02,CRWV,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,59.12698412698413,81.2,-7.957379279075038,-24.83569378876238,0.0,11.904761904761903,92.85714285714286,17.46031746031746,80.55555555555556,23.015873015873016,221835.9,2191259,2226726057.85,True,,put,2026-09-18,17.0,BTO,50.0,0.99876098685316,0.02,0.03,6909.0,71.0,STO,45.0,0.01,0.04,3490.0,1.0,5.0,0.0199999999999999,,38.42364532019704,,1,2026-09-04,2026-09-04
2026-09-02,GOOG,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,35.693333333333335,333.68,-1.6853270477312776,-6.374859708193037,17.64,33.333333333333336,59.12698412698413,25.0,87.3015873015873,26.984126984126984,146349.25,1768713,5423088157.809999,True,,put,2026-09-18,17.0,BTO,195.0,0.9993473822465888,0.01,0.03,403.0,25.0,STO,190.0,0.01,0.06,1297.0,45.0,5.0,0.0199999999999999,,41.56077679213618,,1,2026-09-04,2026-09-04
2026-09-02,GOOGL,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,43.98571428571429,337.3,-1.4635856387484991,-5.695193893812734,15.3,20.238095238095237,62.698412698412696,8.333333333333334,87.6984126984127,35.714285714285715,390329.0,3373960,8044715322.839999,True,,put,2026-10-16,45.0,BTO,245.0,0.9984997637555808,0.18,0.23,960.0,2.0,STO,240.0,0.15,0.2,1814.0,9.0,5.0,0.08,,27.364364067595616,,1,2026-09-04,2026-09-04
2026-09-02,IREN,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,55.98285714285715,39.61,-0.1260716086737168,-11.879866518353731,1.16,23.80952380952381,59.12698412698413,15.476190476190476,44.44444444444444,15.07936507936508,270962.0,2603400,1614484611.88,True,,put,2026-09-18,17.0,BTO,26.0,0.9862502514665716,0.02,0.07,1075.0,7.0,STO,21.0,0.01,0.06,1497.0,2.0,5.0,0.06,,34.36001009845998,,2,2026-09-03,2026-09-04
2026-09-02,MRVL,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,36.596984126984125,206.56,-15.201773471817404,-17.25353523214357,22.53,13.88888888888889,87.6984126984127,15.476190476190476,58.333333333333336,38.095238095238095,196074.8,1781248,5133302664.54,True,,put,2026-09-18,17.0,BTO,120.0,0.9999116435395788,0.01,0.03,5395.0,12.0,STO,115.0,0.01,0.02,1934.0,6.0,5.0,0.0199999999999999,,41.90549961270334,,1,2026-09-04,2026-09-04
2026-09-02,NVDA,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,45.04380952380952,224.21,6.970419847328246,-1.813006349901458,9.48,28.174603174603178,68.65079365079364,24.20634920634921,41.26984126984127,50.79365079365079,3259356.25,15397666,27305843834.88,True,,put,2026-09-18,17.0,BTO,135.0,0.9989262919871976,0.04,0.05,18656.0,419.0,STO,130.0,0.04,0.05,32723.0,2880.0,5.0,0.01,,39.78859105303064,,1,2026-09-04,2026-09-04
