tradeDate,ticker,scenario,pandar_approval_scope,pandar_direct_portion,project_derived_portion,first_action,source_dataset,ranking_score,stockPrice,return_5d_pct,drawdown_20d_pct,ivRank1y,rr25_pct252,callskew_pct252,putskew_pct252,call_wing_10_pct252,call_kink_pct252,avgOptVolu20d,oi,dollar_stock_volume,chain_confirmed,failure_reason,option_side,expiry,dte,leg1_action,leg1_strike,leg1_delta,leg1_bid,leg1_ask,leg1_oi,leg1_volume,leg2_action,leg2_strike,leg2_bid,leg2_ask,leg2_oi,leg2_volume,spread_width,entry_cash,target_leg2_price,long_otm_pct,lower_otm_pct,hiro_followup_available_sessions,hiro_followup_first_session,hiro_followup_last_session
2026-08-26,M,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,35.71666666666667,22.8,-2.937420178799477,-12.97709923664122,25.95,9.523809523809524,51.58730158730159,7.142857142857143,38.888888888888886,5.158730158730159,8947.0,162605,112159395.18,False,no roughly $5-wide put spread 25-45% OTM in current/next monthly,,,,,,,,,,,,,,,,,,,,,,5,2026-08-27,2026-09-04
2026-08-26,MA,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,31.062539682539686,598.94,4.167101464398759,0.0,33.62,0.3968253968253968,97.22222222222224,1.1904761904761905,56.34920634920635,29.761904761904763,7165.8,142878,1873833207.06,False,spread debit outside 0.00-0.10; one leg lacks a two-sided put quote; combined put quote widths exceed 0.10,put,2026-09-18,24.0,BTO,440.0,0.9997032362010092,0.0,0.3,740.0,0.0,STO,435.0,0.0,1.5,32.0,0.0,5.0,0.3,,26.536881824556723,,5,2026-08-27,2026-09-04
2026-08-26,MRNA,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,36.07873015873016,148.58,-11.88993654747078,-11.88993654747078,24.08,12.698412698412698,88.0952380952381,11.507936507936508,69.44444444444444,72.22222222222223,146788.15,962795,4164670311.9,True,,put,2026-09-18,24.0,BTO,90.0,0.9901100921568354,0.16,0.19,966.0,87.0,STO,85.0,0.1,0.15,432.0,15.0,5.0,0.09,,39.42657154394939,,6,2026-08-27,2026-09-04
2026-08-26,MRVL,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,25.77126984126984,243.59,3.259855871131845,-2.4195809798501777,34.07,15.07936507936508,71.42857142857143,10.714285714285714,60.714285714285715,94.04761904761904,158162.55,1546846,5661608843.099999,False,spread debit outside 0.00-0.10; combined put quote widths exceed 0.10,put,2026-09-18,24.0,BTO,145.0,0.9907361043539636,0.19,0.26,2873.0,9.0,STO,140.0,0.15,0.4,5202.0,1002.0,5.0,0.11,,40.47374686974013,,5,2026-08-27,2026-09-04
2026-08-26,NBIS,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,31.04015873015873,214.69,-0.9504036908881242,-21.422297049996352,27.69,17.46031746031746,79.76190476190476,13.88888888888889,80.95238095238095,61.904761904761905,250802.55,1319175,6202082415.48,False,spread debit outside 0.00-0.10; combined put quote widths exceed 0.10,put,2026-09-18,24.0,BTO,125.0,0.9854039005211794,0.29,0.43,811.0,415.0,STO,120.0,0.19,0.52,4506.0,15.0,5.0,0.24,,41.776514975080346,,5,2026-08-27,2026-09-04
2026-08-26,NCLH,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,45.903174603174605,17.1,-1.5544041450777146,-16.42228739002932,18.7,0.7936507936507936,95.23809523809524,1.1904761904761905,71.03174603174604,34.523809523809526,19868.45,573027,272830321.62,False,no roughly $5-wide put spread 25-45% OTM in current/next monthly,,,,,,,,,,,,,,,,,,,,,,5,2026-08-27,2026-09-04
2026-08-26,NEE,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,60.604126984126985,84.53,-1.6978718455634256,-3.8885730528709472,1.38,8.333333333333334,80.55555555555556,6.746031746031746,27.38095238095238,47.22222222222222,16059.7,471323,898552612.64,False,no roughly $5-wide put spread 25-45% OTM in current/next monthly,,,,,,,,,,,,,,,,,,,,,,5,2026-08-27,2026-09-04
2026-08-26,NET,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,24.47222222222222,284.89,-2.3847867054994087,-14.106970574047285,32.75,15.476190476190476,86.11111111111111,23.41269841269841,65.87301587301587,61.111111111111114,16443.3,196289,1110565935.88,False,spread debit outside 0.00-0.10; one leg lacks a two-sided put quote; combined put quote widths exceed 0.10,put,2026-09-18,24.0,BTO,185.0,0.9976971660181356,0.0,0.2,407.0,5.0,STO,180.0,0.0,0.58,1004.0,0.0,5.0,0.2,,35.062655761872996,,5,2026-08-27,2026-09-02
2026-08-26,NVDA,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,35.189682539682536,209.6,-4.068836102338791,-7.121017414809227,27.35,7.142857142857143,88.4920634920635,5.158730158730159,94.04761904761904,98.015873015873,3023762.3,14525230,24562182328.35,True,,put,2026-09-18,24.0,BTO,120.0,0.9988216036865586,0.07,0.08,39829.0,23.0,STO,115.0,0.07,0.08,9383.0,21.0,5.0,0.0099999999999999,,42.74809160305343,,5,2026-08-27,2026-09-04
2026-08-26,OKLO,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,51.40968253968254,41.25,-3.508771929824561,-14.401328076364385,6.13,24.603174603174605,59.12698412698413,12.698412698412698,70.63492063492063,53.96825396825397,58002.05,665733,415785743.61,False,one leg lacks a two-sided put quote; one put leg has OI below 25,put,2026-09-18,24.0,BTO,25.0,0.9932612527739324,0.02,0.06,11309.0,0.0,STO,20.0,0.0,0.05,8.0,0.0,5.0,0.06,,39.39393939393939,,5,2026-08-27,2026-09-04
2026-08-26,ON,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,38.76952380952381,72.98,-5.196154845414391,-13.056945437217047,25.04,3.5714285714285716,84.92063492063492,2.380952380952381,67.85714285714286,54.36507936507937,19790.2,291896,696765702.36,False,one leg lacks a two-sided put quote; combined put quote widths exceed 0.10,put,2026-09-18,24.0,BTO,47.0,0.9990100606177382,0.0,0.06,2643.0,0.0,STO,42.0,0.0,0.12,213.0,0.0,5.0,0.06,,35.598794190189096,,5,2026-08-27,2026-09-04
2026-08-26,ONON,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,34.85174603174603,29.26,-7.17005076142131,-24.5681876772364,26.18,11.11111111111111,68.65079365079364,8.73015873015873,75.0,28.174603174603178,19838.45,367067,256095794.46,False,spread debit outside 0.00-0.10; one leg lacks a two-sided put quote; combined put quote widths exceed 0.10; one put leg has OI below 25,put,2026-10-16,52.0,BTO,20.0,0.9868953436915376,0.0,0.11,10.0,0.0,STO,17.5,0.0,0.08,11.0,0.0,2.5,0.11,,31.647300068352703,,5,2026-08-27,2026-09-04
2026-08-26,OXY,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,30.64634920634921,58.66,-2.249625062489591,-4.509197460524184,28.56,18.253968253968253,48.80952380952381,10.714285714285714,12.301587301587302,28.96825396825397,34260.05,773395,476188342.7399999,False,no roughly $5-wide put spread 25-45% OTM in current/next monthly,,,,,,,,,,,,,,,,,,,,,,5,2026-08-27,2026-09-04
2026-08-26,PEP,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,33.98714285714286,142.51,-0.1331464611072141,-1.513476157567384,28.87,5.158730158730159,90.47619047619048,5.555555555555555,43.25396825396825,73.41269841269842,16522.1,373639,996519260.21,False,no roughly $5-wide put spread 25-45% OTM in current/next monthly,,,,,,,,,,,,,,,,,,,,,,6,2026-08-27,2026-09-04
2026-08-26,PG,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,33.11698412698412,145.2,0.3802281368821214,-1.971374561166628,26.01,19.047619047619047,53.96825396825397,10.317460317460318,5.555555555555555,40.07936507936508,19927.35,369816,1410452118.4,False,spread debit outside 0.00-0.10; one leg lacks a two-sided put quote; combined put quote widths exceed 0.10,put,2026-09-18,24.0,BTO,105.0,0.9994299481476836,0.0,0.11,59.0,0.0,STO,100.0,0.0,0.15,357.0,0.0,5.0,0.11,,27.685950413223136,,6,2026-08-27,2026-09-04
2026-08-26,PINS,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,35.0068253968254,23.38,0.3864319450407993,-9.027237354085605,25.39,12.698412698412698,72.61904761904762,10.317460317460318,84.52380952380952,77.77777777777777,15500.95,300270,268967566.14,False,one leg lacks a two-sided put quote; combined put quote widths exceed 0.10; one put leg has OI below 25,put,2026-09-18,24.0,BTO,17.5,0.9967112866428924,0.0,0.07,0.0,0.0,STO,15.0,0.0,0.07,501.0,0.0,2.5,0.07,,25.149700598802394,,5,2026-08-27,2026-09-04
2026-08-26,PLTR,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,31.77873015873016,177.71,1.5137667085570738,-1.1953741799177189,23.38,25.79365079365079,63.492063492063494,23.41269841269841,64.28571428571429,86.9047619047619,614950.0,3519181,7955756733.41,True,,put,2026-09-18,24.0,BTO,105.0,0.999419375576211,0.1,0.13,8585.0,89.0,STO,100.0,0.09,0.1,14720.0,91.0,5.0,0.04,,40.91497383377413,,4,2026-08-27,2026-09-01
2026-08-26,PYPL,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,30.44968253968254,61.91,1.0280678851174896,-1.2127014520504351,22.09,40.07936507936508,32.142857142857146,22.22222222222222,82.53968253968254,91.26984126984128,47601.75,1808310,678966113.4100001,False,spread debit outside 0.00-0.10; one leg lacks a two-sided put quote; combined put quote widths exceed 0.10,put,2026-10-16,52.0,BTO,35.0,0.9977114390314432,0.0,0.12,1424.0,0.0,STO,30.0,0.0,0.08,79.0,3.0,5.0,0.12,,43.46632208043935,,5,2026-08-31,2026-09-04
2026-08-26,QCOM,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,29.685555555555553,163.07,0.5301769311386373,-2.2537912845411623,25.87,24.20634920634921,78.96825396825396,23.015873015873016,55.95238095238095,50.0,66805.35,900995,1782619326.72,False,spread debit outside 0.00-0.10; combined put quote widths exceed 0.10,put,2026-10-16,52.0,BTO,110.0,0.9899825864196136,0.08,0.19,1059.0,1.0,STO,105.0,0.05,0.13,410.0,3.0,5.0,0.14,,32.54430612620347,,7,2026-08-27,2026-09-04
2026-08-26,QUBT,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,47.86333333333334,8.36,0.0,-9.1304347826087,10.47,23.015873015873016,65.47619047619048,10.317460317460318,33.333333333333336,11.11111111111111,24852.65,424546,72381086.64,False,no roughly $5-wide put spread 25-45% OTM in current/next monthly,,,,,,,,,,,,,,,,,,,,,,5,2026-08-27,2026-09-04
2026-08-26,RBLX,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,31.8784126984127,37.57,-2.995094242189511,-22.166977418686564,30.82,6.349206349206349,89.68253968253968,5.158730158730159,83.73015873015873,52.77777777777778,33931.85,410754,627324760.0799999,False,one leg lacks a two-sided put quote,put,2026-09-18,24.0,BTO,25.0,0.9983142111184166,0.01,0.03,673.0,5.0,STO,22.5,0.0,0.07,711.0,0.0,2.5,0.03,,33.45754591429332,,5,2026-08-27,2026-09-04
2026-08-26,RCL,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,51.257936507936506,291.29,-3.2098355208506346,-11.386590411292286,10.25,10.317460317460318,69.04761904761905,7.142857142857143,68.25396825396825,30.15873015873016,2746.65,97365,505771016.46,False,spread debit outside 0.00-0.10; one leg lacks a two-sided put quote; combined put quote widths exceed 0.10; one put leg has OI below 25,put,2026-10-16,52.0,BTO,200.0,0.9942528721124309,0.05,0.5,3.0,0.0,STO,195.0,0.0,1.45,0.0,0.0,5.0,0.5,,31.3399018160596,,5,2026-08-27,2026-09-04
2026-08-26,RDDT,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,57.62539682539682,155.85,2.485697376208318,-13.656509695290865,4.2,10.714285714285714,77.38095238095238,5.158730158730159,72.22222222222223,59.12698412698413,68074.2,523201,1432132883.1,False,one leg lacks a two-sided put quote; combined put quote widths exceed 0.10,put,2026-09-18,24.0,BTO,90.0,0.9996835852225646,0.01,0.06,647.0,5.0,STO,85.0,0.0,0.57,72.0,0.0,5.0,0.06,,42.25216554379211,,4,2026-08-27,2026-09-01
2026-08-26,RGTI,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,50.591587301587296,16.06,-5.418138987043585,-14.9364406779661,1.71,42.46031746031746,29.365079365079364,21.03174603174603,30.555555555555557,39.285714285714285,56855.35,651213,327287914.8,False,one leg lacks a two-sided put quote; combined put quote widths exceed 0.10,put,2026-09-18,24.0,BTO,11.0,0.9826663418810472,0.0,0.07,3569.0,0.0,STO,8.0,0.0,0.23,1460.0,0.0,3.0,0.07,,31.50684931506849,,5,2026-08-27,2026-09-04
2026-08-26,RIVN,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,33.555396825396826,16.2,3.514376996805102,-5.0966608084358604,28.27,15.07936507936508,47.61904761904762,0.7936507936507936,35.714285714285715,49.6031746031746,99010.6,2292983,369726570.3599999,False,one leg lacks a two-sided put quote; combined put quote widths exceed 0.10; one put leg has OI below 25,put,2026-10-16,52.0,BTO,10.0,0.9895090521015436,0.0,0.08,1269.0,0.0,STO,7.0,0.0,0.06,0.0,0.0,3.0,0.08,,38.271604938271594,,5,2026-08-27,2026-09-04
2026-08-26,RTX,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,36.574603174603176,212.48,-3.6983321247280654,-5.311942959001792,26.6,5.158730158730159,76.58730158730158,3.968253968253968,23.015873015873016,33.333333333333336,14641.25,175818,1022461897.24,False,spread debit outside 0.00-0.10; one leg lacks a two-sided put quote; combined put quote widths exceed 0.10; one put leg has OI below 25,put,2026-10-16,52.0,BTO,155.0,0.9991480930921895,0.0,0.33,0.0,0.0,STO,150.0,0.0,2.15,0.0,0.0,5.0,0.33,,27.051957831325304,,5,2026-08-27,2026-09-04
2026-08-26,RUN,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,60.0,9.11,-6.372045220966093,-18.001800180018,0.0,18.253968253968253,46.42857142857143,6.746031746031746,3.1746031746031744,30.15873015873016,23743.5,504331,84294732.78999999,False,one leg lacks a two-sided put quote,put,2026-09-18,24.0,BTO,6.0,0.9934742669535191,0.0,0.03,93.0,0.0,STO,3.0,0.0,0.02,198.0,0.0,3.0,0.03,,34.13830954994511,,5,2026-08-27,2026-09-04
2026-08-26,SBUX,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,41.28507936507936,108.05,2.855782960495002,-0.8715596330275299,13.08,30.555555555555557,57.142857142857146,22.61904761904762,52.38095238095238,45.63492063492063,21710.1,463588,807826608.0,False,one leg lacks a two-sided put quote; combined put quote widths exceed 0.10,put,2026-10-16,52.0,BTO,80.0,0.9963236244523962,0.0,0.08,422.0,1.0,STO,75.0,0.02,0.1,809.0,3.0,5.0,0.06,,25.960203609440068,,7,2026-08-27,2026-09-04
2026-08-26,SHOP,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,40.36682539682539,150.8,3.0829174926515934,-4.7979797979797905,15.03,24.603174603174605,74.60317460317461,23.41269841269841,69.44444444444444,36.507936507936506,44580.8,782490,1654389270.2,False,one leg lacks a two-sided put quote; combined put quote widths exceed 0.10,put,2026-09-18,24.0,BTO,105.0,0.998750828284074,0.0,0.09,1600.0,13.0,STO,100.0,0.04,0.09,7259.0,4.0,5.0,0.0499999999999999,,30.371352785145888,,5,2026-08-27,2026-09-04
2026-08-26,SMR,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,42.350158730158725,9.29,0.0,-5.97165991902836,11.38,31.349206349206348,60.714285714285715,25.0,47.61904761904762,57.93650793650794,47340.3,488627,321470354.79,False,one leg lacks a two-sided put quote; one put leg has OI below 25,put,2026-09-18,24.0,BTO,6.0,0.9895164549298938,0.0,0.04,1032.0,7.0,STO,1.0,0.0,0.01,0.0,0.0,5.0,0.04,,35.41442411194833,,5,2026-08-27,2026-09-02
2026-08-26,SOFI,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,36.94587301587301,18.82,1.6198704103671746,-0.3177966101694851,16.07,36.507936507936506,43.25396825396825,23.41269841269841,38.492063492063494,59.92063492063492,333061.35,3934310,1129468680.0,False,one leg lacks a two-sided put quote,put,2026-09-18,24.0,BTO,13.0,0.9918044515363704,0.02,0.03,8148.0,36.0,STO,10.0,0.0,0.01,7071.0,21.0,3.0,0.03,,30.92454835281615,,7,2026-08-27,2026-09-04
2026-08-26,SPOT,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,34.974444444444444,551.69,2.7126154304438543,0.0,19.47,28.174603174603178,66.66666666666667,24.603174603174605,76.19047619047619,63.095238095238095,10872.7,116802,1164188182.7700002,False,no roughly $5-wide put spread 25-45% OTM in current/next monthly,,,,,,,,,,,,,,,,,,,,,,5,2026-08-27,2026-09-02
2026-08-26,TFC,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,50.04888888888888,50.84,-0.1767131356764095,-4.310182571052135,13.84,2.7777777777777777,94.04761904761904,2.7777777777777777,74.60317460317461,18.650793650793652,4056.35,144719,319058282.09999996,False,one leg lacks a two-sided put quote; combined put quote widths exceed 0.10; one put leg has OI below 25,put,2026-10-16,52.0,BTO,35.0,0.9996186444308984,0.0,0.1,30.0,0.0,STO,32.5,0.0,0.1,0.0,0.0,2.5,0.1,,31.15656963021244,,5,2026-08-27,2026-09-04
2026-08-26,TGT,buy-first put-tail inventory,Pandar-direct inventory program; exact scanner geometry is partly mechanized,accumulate cheap far-OTM 1:1 put vertical inventory; usually about $5 wide and under $0.10; recycle and roll,IV/RR/put-skew gates; fixed 25-45% OTM band; complete-at-entry rule; universal 3x/5x exits,buy complete put spread in this implementation,2026-08-24_to_2026-09-02_four_method_scan,48.61015873015873,164.13,2.6389844287411757,-3.133852691218131,10.12,18.253968253968253,74.2063492063492,13.095238095238097,48.80952380952381,51.19047619047619,35561.5,455237,770118612.9,False,combined put quote widths exceed 0.10,put,2026-10-16,52.0,BTO,115.0,0.998826997435414,0.05,0.09,518.0,40.0,STO,110.0,0.02,0.5,367.0,1.0,5.0,0.0699999999999999,,29.933589228050938,,5,2026-08-27,2026-09-04
